X,Y,Z,% of ICNIRP Public,
10.4102,38.9063,3.9,0.130821,
10.4102,39.2719,3.9,0.128987,
11.2656,39.2719,3.9,0.125351,
11.5508,38.9063,3.9,0.126929,
11.8359,38.5406,3.9,0.127317,
10.6953,39.2719,3.9,0.127435,
10.4102,39.6375,3.9,0.12719,
10.9805,39.2719,3.9,0.12589,
10.9805,39.6375,3.9,0.124169,
10.9805,38.9063,3.9,0.12801,
10.9805,38.5406,3.9,0.130202,
14.1172,38.5406,3.9,0.117336,
13.832,38.9063,3.9,0.117115,
13.2617,39.2719,3.9,0.116365,
13.5469,39.2719,3.9,0.115788,
13.2617,39.6375,3.9,0.114902,
13.832,39.2719,3.9,0.115239,
13.2617,38.9063,3.9,0.118243,
12.9766,39.2719,3.9,0.117853,
13.2617,38.5406,3.9,0.120201,
13.2617,37.4438,3.9,0.12636,
13.5469,37.0781,3.9,0.126748,
9.83984,34.8844,3.9,0.158509,
10.125,34.8844,3.9,0.157758,
9.83984,34.5187,3.9,0.161528,
10.4102,34.5187,3.9,0.159321,
10.4102,34.1531,3.9,0.161751,
10.6953,34.1531,3.9,0.159429,
8.98438,34.8844,3.9,0.164096,
9.26953,34.5187,3.9,0.1649,
9.55469,34.1531,3.9,0.165426,
7.55859,35.25,3.9,0.167815,
7.55859,34.8844,3.9,0.171081,
7.84375,34.8844,3.9,0.169913,
7.55859,34.5187,3.9,0.174441,
7.55859,34.1531,3.9,0.177897,
7.84375,34.1531,3.9,0.175692,
7.55859,36.3469,3.9,0.158544,
7.84375,36.3469,3.9,0.157951,
8.12891,35.9813,3.9,0.15971,
7.55859,35.9813,3.9,0.16155,
7.27344,36.3469,3.9,0.159832,
6.98828,36.3469,3.9,0.161803,
8.41406,35.6156,3.9,0.160227,
8.69922,35.25,3.9,0.161716,
8.12891,35.6156,3.9,0.16231,
8.69922,34.8844,3.9,0.16482,
8.69922,34.5187,3.9,0.168011,
8.69922,34.1531,3.9,0.171291,
8.41406,34.8844,3.9,0.165529,
8.41406,34.1531,3.9,0.172057,
8.69922,33.7875,3.9,0.174665,
8.12891,34.1531,3.9,0.173344,
8.12891,34.5187,3.9,0.170487,
8.12891,33.7875,3.9,0.17627,
8.12891,34.8844,3.9,0.167696,
8.12891,35.25,3.9,0.164971,
7.84375,35.6156,3.9,0.163998,
7.55859,35.6156,3.9,0.164639,
7.27344,35.6156,3.9,0.165264,
6.98828,35.9813,3.9,0.164517,
6.70312,36.3469,3.9,0.163543,
6.70312,34.8844,3.9,0.175288,
6.98828,34.5187,3.9,0.176066,
6.41797,34.8844,3.9,0.177242,
7.27344,34.1531,3.9,0.17863,
7.55859,33.7875,3.9,0.18112,
6.41797,34.5187,3.9,0.180642,
6.41797,34.1531,3.9,0.183853,
6.13281,34.8844,3.9,0.177842,
-13.543,45.1219,3.9,0.0976046,
-13.2578,45.1219,3.9,0.0981421,
-6.98438,38.5406,3.9,0.148446,
-7.26953,38.9063,3.9,0.144464,
-7.26953,39.2719,3.9,0.142184,
-7.55469,39.2719,3.9,0.141271,
20.9609,46.5844,3.9,0.0711845,
20.6758,46.95,3.9,0.0712971,
27.8047,38.5406,3.9,0.0616974,
28.0898,38.175,3.9,0.0611138,
28.0898,38.5406,3.9,0.0607325,
27.5195,38.9063,3.9,0.0628712,
26.6641,38.5406,3.9,0.066396,
26.9492,38.175,3.9,0.0654951,
26.9492,37.8094,3.9,0.0655477,
26.6641,37.8094,3.9,0.066869,
26.3789,38.175,3.9,0.067753,
32.6523,34.8844,3.9,0.0492468,
32.9375,34.8844,3.9,0.0485778,
32.6523,35.25,3.9,0.0492619,
32.6523,34.5187,3.9,0.0494507,
32.3672,34.8844,3.9,0.0500984,
30.9414,33.7875,3.9,0.0549036,
30.9414,34.1531,3.9,0.0550279,
30.6562,34.1531,3.9,0.0560385,
31.2266,34.1531,3.9,0.0539418,
30.9414,34.5187,3.9,0.0549961,
33.5078,34.1531,3.9,0.047631,
33.793,33.7875,3.9,0.0471479,
33.793,34.1531,3.9,0.04698,
33.793,34.5187,3.9,0.0468083,
33.2227,35.6156,3.9,0.0475329,
33.5078,35.6156,3.9,0.0468993,
33.2227,35.9813,3.9,0.0476495,
32.9375,36.3469,3.9,0.0486635,
28.0898,38.9063,3.9,0.0604766,
28.375,38.5406,3.9,0.0599359,
14.9727,43.6594,3.9,0.094165,
15.2578,43.6594,3.9,0.0937685,
14.9727,44.025,3.9,0.0928022,
15.543,43.6594,3.9,0.0933681,
15.8281,43.6594,3.9,0.0925442,
15.543,44.025,3.9,0.0920285,
14.9727,44.3906,3.9,0.0916131,
15.2578,44.3906,3.9,0.0910932,
14.9727,44.7563,3.9,0.0905889,
14.6875,44.3906,3.9,0.0926515,
15.543,44.3906,3.9,0.0907159,
15.543,44.7563,3.9,0.0894299,
12.6914,48.0469,3.9,0.0870467,
12.9766,48.0469,3.9,0.0861836,
12.6914,48.4125,3.9,0.086048,
13.2617,48.0469,3.9,0.0853242,
12.4062,48.0469,3.9,0.0875285,
12.6914,47.6813,3.9,0.0880621,
12.6914,47.3156,3.9,0.0890943,
12.4062,47.3156,3.9,0.0899986,
12.1211,47.6813,3.9,0.0890415,
11.8359,48.0469,3.9,0.0880662,
11.5508,48.4125,3.9,0.0875752,
12.1211,48.0469,3.9,0.0877999,
12.1211,48.4125,3.9,0.0865833,
13.2617,43.6594,3.9,0.100347,
13.5469,43.6594,3.9,0.0992169,
14.6875,43.6594,3.9,0.0947924,
14.9727,43.2938,3.9,0.0955564,
15.2578,42.9281,3.9,0.0965571,
15.543,42.5625,3.9,0.0968196,
14.9727,42.9281,3.9,0.0969774,
14.9727,42.5625,3.9,0.0984289,
16.3984,38.5406,3.9,0.106265,
16.1133,38.9063,3.9,0.105726,
17.5391,36.7125,3.9,0.107899,
17.5391,37.4438,3.9,0.105603,
18.1094,37.4438,3.9,0.102705,
16.6836,37.4438,3.9,0.110089,
16.6836,37.8094,3.9,0.108866,
16.3984,37.8094,3.9,0.109657,
16.1133,37.8094,3.9,0.110275,
15.8281,37.8094,3.9,0.110911,
-11.832,34.8844,3.9,0.155401,
-12.1172,34.8844,3.9,0.153415,
-11.2617,34.8844,3.9,0.156955,
-10.9766,34.8844,3.9,0.158822,
-10.6914,34.8844,3.9,0.161016,
-10.4062,34.8844,3.9,0.1626,
-10.6914,35.25,3.9,0.158559,
-10.6914,34.5187,3.9,0.163525,
-10.1211,33.7875,3.9,0.173015,
-10.1211,34.1531,3.9,0.169703,
-10.4062,34.1531,3.9,0.168423,
-10.1211,34.5187,3.9,0.166481,
-10.1211,34.8844,3.9,0.163346,
-10.1211,35.25,3.9,0.160296,
-10.4062,35.6156,3.9,0.156637,
-10.6914,34.1531,3.9,0.16609,
-7.55469,34.8844,3.9,0.176655,
-7.83984,35.25,3.9,0.172612,
-7.83984,34.8844,3.9,0.175991,
-7.83984,35.6156,3.9,0.169326,
-8.125,35.6156,3.9,0.168375,
-8.41016,35.6156,3.9,0.166262,
-8.41016,35.25,3.9,0.169036,
-8.125,34.8844,3.9,0.174118,
-7.83984,34.5187,3.9,0.179411,
-6.69922,35.25,3.9,0.174844,
-6.69922,35.6156,3.9,0.171774,
-6.98438,35.6156,3.9,0.17098,
-6.41406,34.8844,3.9,0.180105,
-6.69922,35.9813,3.9,0.16882,
-6.69922,36.3469,3.9,0.16594,
-6.98438,36.3469,3.9,0.164513,
-6.41406,35.6156,3.9,0.17384,
-6.12891,35.25,3.9,0.179061,
-6.69922,36.7125,3.9,0.163133,
-7.55469,34.1531,3.9,0.183765,
-7.83984,34.1531,3.9,0.182534,
-7.83984,33.7875,3.9,0.185735,
-4.13281,33.0563,3.9,0.206604,
-4.70312,33.0563,3.9,0.205777,
-4.13281,32.325,3.9,0.215716,
-3.5625,33.0563,3.9,0.209784,
-5.27344,33.0563,3.9,0.20472,
-5.27344,32.325,3.9,0.213589,
4.70703,34.8844,3.9,0.18329,
4.99219,34.8844,3.9,0.181131,
5.27734,34.8844,3.9,0.179456,
5.5625,34.8844,3.9,0.178949,
5.27734,35.25,3.9,0.175926,
4.99219,35.6156,3.9,0.174717,
4.70703,35.9813,3.9,0.173556,
4.42188,36.3469,3.9,0.17068,
6.13281,34.1531,3.9,0.185066,
6.41797,33.7875,3.9,0.187146,
4.70703,34.5187,3.9,0.186694,
4.42188,34.8844,3.9,0.184631,
2.14062,39.2719,3.9,0.151863,
2.42578,38.9063,3.9,0.154065,
2.71094,38.5406,3.9,0.155342,
2.99609,38.175,3.9,0.156686,
2.99609,38.5406,3.9,0.153869,
2.42578,38.5406,3.9,0.156808,
2.99609,37.8094,3.9,0.159644,
3.28125,37.8094,3.9,0.15937,
2.71094,37.8094,3.9,0.160971,
2.99609,39.6375,3.9,0.146073,
2.99609,39.2719,3.9,0.148604,
3.28125,39.2719,3.9,0.148048,
2.99609,38.9063,3.9,0.151202,
3.28125,38.5406,3.9,0.153553,
36.3594,39.2719,3.9,0.039869,
36.6445,38.9063,3.9,0.0393406,
37.2148,37.4438,3.9,0.038914,
37.5,37.0781,3.9,0.0382995,
35.5039,39.2719,3.9,0.0420025,
35.7891,39.2719,3.9,0.0412785,
35.5039,39.6375,3.9,0.0419456,
36.0742,39.2719,3.9,0.0405673,
36.0742,39.6375,3.9,0.0406494,
35.2188,39.2719,3.9,0.0426394,
35.5039,38.9063,3.9,0.041922,
35.7891,38.5406,3.9,0.0411,
36.0742,38.175,3.9,0.0406276,
35.5039,38.5406,3.9,0.0418331,
37.2148,34.8844,3.9,0.038859,
37.5,34.8844,3.9,0.0383407,
36.9297,34.8844,3.9,0.0393701,
37.2148,34.5187,3.9,0.0388799,
36.6445,34.8844,3.9,0.0398891,
36.9297,34.1531,3.9,0.0394301,
36.6445,34.5187,3.9,0.0400062,
36.3594,34.8844,3.9,0.0404163,
36.0742,34.8844,3.9,0.0410285,
35.7891,34.8844,3.9,0.0417917,
36.0742,34.5187,3.9,0.0410796,
36.0742,34.1531,3.9,0.041204,
35.5039,34.1531,3.9,0.042323,
35.7891,34.1531,3.9,0.0417593,
35.5039,34.5187,3.9,0.0424177,
36.0742,33.7875,3.9,0.0413241,
35.5039,34.8844,3.9,0.04257,
35.5039,35.25,3.9,0.0427134,
35.2188,35.6156,3.9,0.0433023,
34.6484,38.5406,3.9,0.04408,
34.9336,38.5406,3.9,0.0433412,
34.3633,38.9063,3.9,0.0444537,
34.9336,38.9063,3.9,0.0433508,
35.2188,38.5406,3.9,0.0425802,
35.5039,38.175,3.9,0.0417371,
35.7891,37.8094,3.9,0.0412944,
33.2227,39.2719,3.9,0.0465374,
33.5078,39.2719,3.9,0.0459572,
33.2227,39.6375,3.9,0.0463204,
32.9375,39.2719,3.9,0.0471257,
33.2227,38.9063,3.9,0.0467557,
32.6523,39.6375,3.9,0.048025,
32.6523,39.2719,3.9,0.0479752,
32.6523,38.9063,3.9,0.0479555,
32.9375,38.5406,3.9,0.0475748,
32.3672,39.2719,3.9,0.0488581,
29.5156,41.8313,3.9,0.0547829,
30.0859,41.1,3.9,0.0532189,
30.0859,41.8313,3.9,0.0528375,
30.0859,40.3688,3.9,0.0538421,
30.6562,40.3688,3.9,0.0525042,
29.5156,40.3688,3.9,0.0552173,
28.9453,41.1,3.9,0.0569129,
31.2266,40.3688,3.9,0.0512026,
31.2266,41.1,3.9,0.0506492,
30.6562,41.8313,3.9,0.0513276,
28.9453,41.8313,3.9,0.0565134,
28.9453,42.5625,3.9,0.0558098,
28.375,41.8313,3.9,0.0579273,
36.3594,43.6594,3.9,0.038812,
36.6445,43.2938,3.9,0.038374,
35.2188,43.6594,3.9,0.0413852,
35.5039,43.2938,3.9,0.0407445,
35.5039,43.6594,3.9,0.0407734,
35.7891,42.9281,3.9,0.0400347,
36.0742,42.5625,3.9,0.0396064,
36.0742,42.9281,3.9,0.039434,
35.5039,42.9281,3.9,0.0407093,
35.5039,42.5625,3.9,0.0406679,
36.0742,43.2938,3.9,0.0394163,
36.3594,42.9281,3.9,0.038983,
35.7891,44.3906,3.9,0.0400834,
36.0742,44.025,3.9,0.0394875,
36.0742,43.6594,3.9,0.039455,
35.7891,43.6594,3.9,0.0401088,
35.5039,44.025,3.9,0.0407264,
12.6914,34.5187,3.9,0.14511,
12.6914,34.8844,3.9,0.143137,
12.4062,34.8844,3.9,0.144991,
12.9766,34.8844,3.9,0.141079,
12.6914,35.25,3.9,0.141198,
12.6914,35.6156,3.9,0.139162,
12.9766,35.6156,3.9,0.137339,
12.6914,35.9813,3.9,0.136738,
12.4062,35.6156,3.9,0.139904,
12.1211,36.3469,3.9,0.136344,
12.4062,36.3469,3.9,0.135065,
12.1211,36.7125,3.9,0.134485,
12.6914,36.3469,3.9,0.134375,
12.9766,36.3469,3.9,0.133679,
12.1211,35.9813,3.9,0.138238,
11.8359,36.3469,3.9,0.138217,
12.1211,35.6156,3.9,0.140634,
11.8359,35.6156,3.9,0.142141,
12.1211,35.25,3.9,0.143173,
12.1211,34.8844,3.9,0.145777,
11.8359,34.8844,3.9,0.146556,
11.5508,35.25,3.9,0.146201,
14.4023,34.8844,3.9,0.131135,
14.6875,34.8844,3.9,0.129599,
14.4023,35.25,3.9,0.129484,
14.1172,34.8844,3.9,0.133061,
15.2578,35.6156,3.9,0.123765,
15.543,35.25,3.9,0.124901,
14.9727,35.6156,3.9,0.124502,
14.9727,35.9813,3.9,0.122732,
14.9727,34.1531,3.9,0.133334,
15.2578,34.1531,3.9,0.131445,
14.9727,34.5187,3.9,0.131046,
14.9727,33.7875,3.9,0.135109,
14.9727,34.8844,3.9,0.128813,
16.3984,33.7875,3.9,0.125128,
16.3984,34.5187,3.9,0.122282,
16.9688,34.5187,3.9,0.118662,
15.2578,34.8844,3.9,0.128024,
15.543,34.5187,3.9,0.127924,
15.543,34.8844,3.9,0.126403,
14.9727,35.25,3.9,0.126632,
14.6875,35.6156,3.9,0.126043,
15.8281,34.8844,3.9,0.124538,
28.6602,34.1531,3.9,0.0619591,
28.9453,34.1531,3.9,0.0610727,
28.6602,34.5187,3.9,0.0619934,
28.0898,35.25,3.9,0.0641332,
28.0898,34.8844,3.9,0.0645039,
28.375,34.8844,3.9,0.0633483,
28.6602,34.8844,3.9,0.062064,
27.8047,34.8844,3.9,0.065438,
28.0898,34.5187,3.9,0.0646134,
28.6602,35.6156,3.9,0.0619875,
28.9453,35.6156,3.9,0.0609271,
28.6602,35.9813,3.9,0.0616383,
29.2305,35.25,3.9,0.0596515,
29.2305,34.8844,3.9,0.0595735,
29.5156,34.8844,3.9,0.058729,
29.2305,34.5187,3.9,0.0598834,
28.9453,34.8844,3.9,0.0608058,
28.6602,35.25,3.9,0.0621199,
28.375,35.6156,3.9,0.0628672,
27.8047,34.1531,3.9,0.0659161,
27.5195,34.5187,3.9,0.0667834,
16.1133,46.95,3.9,0.0816038,
16.1133,47.3156,3.9,0.0805029,
15.8281,47.3156,3.9,0.0812254,
16.1133,46.5844,3.9,0.0827269,
16.3984,47.3156,3.9,0.0801931,
16.1133,47.6813,3.9,0.0795267,
16.6836,47.3156,3.9,0.0798805,
17.2539,47.6813,3.9,0.077945,
17.2539,48.0469,3.9,0.0771602,
16.9688,48.0469,3.9,0.0774743,
17.5391,48.0469,3.9,0.0763509,
17.2539,48.4125,3.9,0.0761655,
17.2539,39.2719,3.9,0.101362,
17.5391,39.2719,3.9,0.100104,
17.2539,39.6375,3.9,0.0998397,
-3.84766,34.1531,3.9,0.195486,
-4.13281,34.1531,3.9,0.193976,
-3.84766,33.7875,3.9,0.199363,
-35.5,86.4375,3.9,0.022939,
-34.3594,84.975,3.9,0.0240113,
-34.3594,83.5125,3.9,0.024541,
17.8242,42.9281,3.9,0.0870356,
18.1094,42.9281,3.9,0.0862182,
17.8242,43.2938,3.9,0.0861421,
19.8203,42.5625,3.9,0.0825818,
19.8203,43.2938,3.9,0.0810239,
20.3906,43.2938,3.9,0.0790987,
18.6797,41.8313,3.9,0.0884712,
19.25,41.8313,3.9,0.0862972,
18.1094,41.8313,3.9,0.0899779,
18.6797,41.1,3.9,0.0902652,
17.5391,41.8313,3.9,0.0908966,
17.5391,41.1,3.9,0.0935796,
18.1094,40.3688,3.9,0.0945053,
-34.9297,5.26875,3.9,0.0195157,
-34.3594,5.26875,3.9,0.0202968,
-35.5,5.26875,3.9,0.0187777,
-34.9297,4.5375,3.9,0.0185961,
-34.3594,3.80625,3.9,0.0183825,
-33.7891,3.80625,3.9,0.019106,
-33.7891,4.5375,3.9,0.0201029,
-35.2148,6.36563,3.9,0.0205471,
-34.9297,6.36563,3.9,0.0210023,
-35.2148,6.73125,3.9,0.0213016,
-34.6445,6,3.9,0.0208652,
-26.375,-4.60312,3.9,0.0139427,
-26.0898,-4.96875,3.9,0.0133311,
-26.9453,-4.60312,3.9,0.013526,
-27.2305,-4.2375,3.9,0.0138381,
-26.6602,-4.60312,3.9,0.013744,
-26.6602,-4.2375,3.9,0.0143106,
-26.6602,-4.96875,3.9,0.0129733,
11.8359,29.4,3.9,0.186195,
11.8359,28.6688,3.9,0.191973,
12.4062,28.6688,3.9,0.18833,
11.8359,27.9375,3.9,0.199378,
12.4062,27.2063,3.9,0.20092,
11.2656,28.6688,3.9,0.198857,
10.6953,29.4,3.9,0.199493,
12.9766,27.9375,3.9,0.187976,
12.9766,28.6688,3.9,0.182692,
10.6953,30.8625,3.9,0.185237,
10.6953,31.5938,3.9,0.177913,
11.2656,31.5938,3.9,0.175754,
11.8359,30.8625,3.9,0.175352,
11.2656,30.1313,3.9,0.186865,
11.8359,30.1313,3.9,0.180654,
10.6953,30.1313,3.9,0.192994,
10.125,30.1313,3.9,0.19543,
12.4062,30.1313,3.9,0.174682,
8.98438,31.5938,3.9,0.192057,
9.55469,30.8625,3.9,0.195261,
8.41406,31.5938,3.9,0.196537,
9.55469,30.1313,3.9,0.201896,
8.98438,30.1313,3.9,0.208587,
7.84375,31.5938,3.9,0.20008,
8.41406,30.8625,3.9,0.203528,
7.27344,31.5938,3.9,0.20417,
8.41406,30.1313,3.9,0.211246,
7.84375,30.1313,3.9,0.217542,
8.69922,29.7656,3.9,0.214664,
8.98438,29.7656,3.9,0.212235,
8.69922,30.1313,3.9,0.210075,
6.13281,31.5938,3.9,0.211792,
6.70312,31.5938,3.9,0.208008,
7.27344,30.8625,3.9,0.211782,
7.27344,30.1313,3.9,0.220218,
6.70312,30.1313,3.9,0.226544,
5.5625,31.5938,3.9,0.215729,
6.13281,30.8625,3.9,0.220046,
4.99219,31.5938,3.9,0.217237,
6.13281,30.1313,3.9,0.229065,
5.5625,30.1313,3.9,0.235521,
6.70312,29.7656,3.9,0.230951,
6.98828,29.4,3.9,0.231872,
6.98828,29.7656,3.9,0.227461,
6.41797,29.7656,3.9,0.233169,
6.41797,30.1313,3.9,0.228001,
3.85156,31.5938,3.9,0.22435,
4.42188,31.5938,3.9,0.220514,
4.99219,30.8625,3.9,0.227072,
4.99219,30.1313,3.9,0.237574,
4.42188,30.1313,3.9,0.239335,
3.28125,31.5938,3.9,0.225521,
3.85156,30.8625,3.9,0.23457,
2.71094,31.5938,3.9,0.226452,
3.85156,30.1313,3.9,0.245489,
3.28125,30.1313,3.9,0.247045,
4.13672,29.7656,3.9,0.247793,
4.42188,29.7656,3.9,0.24476,
4.13672,30.1313,3.9,0.242603,
1.57031,31.5938,3.9,0.232553,
2.14062,31.5938,3.9,0.229299,
2.71094,30.8625,3.9,0.236907,
2.71094,30.1313,3.9,0.248093,
2.14062,30.1313,3.9,0.250304,
1,31.5938,3.9,0.233348,
1.57031,30.8625,3.9,0.2433,
1.57031,30.1313,3.9,0.254805,
1,30.1313,3.9,0.255892,
2.14062,29.7656,3.9,0.256008,
2.42578,29.4,3.9,0.260709,
2.42578,29.7656,3.9,0.254579,
1.85547,29.7656,3.9,0.258982,
1.85547,30.1313,3.9,0.25318,
-35.5,31.5938,3.9,0.0443031,
-34.9297,30.8625,3.9,0.0456438,
-34.9297,31.5938,3.9,0.0460689,
-34.3594,30.1313,3.9,0.0470502,
-33.7891,30.1313,3.9,0.0489985,
-34.9297,30.1313,3.9,0.0456884,
-35.5,30.1313,3.9,0.0443737,
-34.3594,31.5938,3.9,0.0475704,
-34.9297,32.325,3.9,0.045945,
-35.5,33.0563,3.9,0.044399,
-33.7891,30.8625,3.9,0.0492824,
-33.7891,31.5938,3.9,0.0489654,
-33.2188,30.1313,3.9,0.0510472,
-32.6484,30.1313,3.9,0.0526501,
-33.2188,31.5938,3.9,0.0507656,
-32.0781,30.1313,3.9,0.0542704,
-31.5078,30.1313,3.9,0.0566015,
-32.6484,30.8625,3.9,0.0524632,
-32.6484,31.5938,3.9,0.0528763,
-30.9375,31.5938,3.9,0.0585548,
-30.3672,30.8625,3.9,0.0607193,
-30.3672,31.5938,3.9,0.0610828,
-29.7969,30.1313,3.9,0.063004,
-29.2266,30.1313,3.9,0.0658521,
-30.3672,30.1313,3.9,0.0608988,
-30.9375,30.1313,3.9,0.059035,
-31.5078,30.8625,3.9,0.0568065,
-27.5156,30.1313,3.9,0.0737153,
-26.9453,30.1313,3.9,0.0771244,
-24.0938,30.1313,3.9,0.0913822,
-24.6641,30.8625,3.9,0.0871683,
-24.6641,30.1313,3.9,0.0879526,
-23.5234,30.1313,3.9,0.0959316,
-25.2344,30.1313,3.9,0.0850914,
-25.2344,31.5938,3.9,0.0832379,
-25.8047,31.5938,3.9,0.0802488,
-24.6641,31.5938,3.9,0.0871909,
-18.9609,30.1313,3.9,0.129159,
-19.5312,30.1313,3.9,0.124654,
-20.1016,30.8625,3.9,0.117776,
-20.1016,30.1313,3.9,0.118413,
-20.6719,30.1313,3.9,0.113921,
-20.1016,31.5938,3.9,0.116022,
-20.6719,31.5938,3.9,0.111447,
-16.6797,32.325,3.9,0.136261,
-16.6797,33.0563,3.9,0.131804,
-17.25,33.0563,3.9,0.129764,
-16.1094,33.0563,3.9,0.135967,
-17.8203,33.0563,3.9,0.126577,
-14.9688,30.1313,3.9,0.160728,
-15.5391,30.8625,3.9,0.151406,
-15.5391,30.1313,3.9,0.156533,
-14.3984,30.1313,3.9,0.166308,
-16.1094,31.5938,3.9,0.143249,
-16.6797,31.5938,3.9,0.141172,
-15.5391,31.5938,3.9,0.147576,
-12.6875,30.1313,3.9,0.184187,
-13.2578,30.8625,3.9,0.172969,
-13.2578,30.1313,3.9,0.178032,
-12.1172,30.1313,3.9,0.190409,
-13.8281,30.1313,3.9,0.17209,
-14.3984,30.8625,3.9,0.161852,
-11.5469,30.1313,3.9,0.192895,
-12.1172,30.8625,3.9,0.182853,
-10.9766,30.1313,3.9,0.199128,
-12.1172,31.5938,3.9,0.175712,
-12.6875,31.5938,3.9,0.173553,
-11.5469,31.5938,3.9,0.180913,
-13.2578,31.5938,3.9,0.168081,
-13.8281,31.5938,3.9,0.162719,
-10.4062,30.1313,3.9,0.205832,
-10.9766,30.8625,3.9,0.192779,
-9.83594,30.1313,3.9,0.208829,
-10.9766,31.5938,3.9,0.186712,
-10.4062,31.5938,3.9,0.189949,
-9.26562,30.1313,3.9,0.21483,
-9.83594,30.8625,3.9,0.201097,
-8.69531,30.1313,3.9,0.21794,
-9.83594,31.5938,3.9,0.194366,
-9.26562,31.5938,3.9,0.198086,
-8.69531,31.5938,3.9,0.202048,
-8.125,31.5938,3.9,0.206154,
-8.69531,30.8625,3.9,0.209393,
-8.125,30.1313,3.9,0.223892,
-7.55469,30.1313,3.9,0.226952,
-6.98438,30.1313,3.9,0.232973,
-7.55469,30.8625,3.9,0.217734,
-6.41406,30.1313,3.9,0.235794,
-7.55469,31.5938,3.9,0.20975,
-6.98438,31.5938,3.9,0.214091,
-5.84375,30.1313,3.9,0.237438,
-6.41406,30.8625,3.9,0.225459,
-5.27344,30.1313,3.9,0.243593,
-6.41406,31.5938,3.9,0.215737,
-5.84375,31.5938,3.9,0.218682,
-6.98438,31.9594,3.9,0.209569,
-7.26953,32.325,3.9,0.204341,
-7.26953,31.9594,3.9,0.208691,
-4.70312,30.1313,3.9,0.245735,
-5.27344,30.8625,3.9,0.233102,
-4.13281,30.1313,3.9,0.246946,
-5.27344,31.5938,3.9,0.223032,
-4.70312,31.5938,3.9,0.224444,
-3.5625,30.1313,3.9,0.248405,
-4.13281,30.8625,3.9,0.235827,
-2.99219,30.1313,3.9,0.253738,
-4.13281,31.5938,3.9,0.225439,
-3.5625,31.5938,3.9,0.227872,
-2.99219,30.8625,3.9,0.242352,
-2.99219,31.5938,3.9,0.231704,
-2.42188,30.1313,3.9,0.255227,
-16.6797,30.8625,3.9,0.144765,
-17.25,31.5938,3.9,0.13678,
-16.1094,30.1313,3.9,0.153454,
-16.6797,30.1313,3.9,0.148252,
-15.5391,29.4,3.9,0.162585,
-15.5391,28.6688,3.9,0.167159,
-16.1094,28.6688,3.9,0.161216,
-2.42188,31.5938,3.9,0.232814,
-2.99219,32.325,3.9,0.221736,
-2.99219,33.0563,3.9,0.212391,
-2.42188,33.0563,3.9,0.213211,
28.375,31.5938,3.9,0.0652348,
28.9453,30.8625,3.9,0.062442,
28.9453,31.5938,3.9,0.0625737,
29.5156,31.5938,3.9,0.0600047,
29.5156,30.1313,3.9,0.0610708,
30.0859,30.1313,3.9,0.0592006,
28.9453,30.1313,3.9,0.0630111,
28.375,30.1313,3.9,0.0650286,
30.0859,31.5938,3.9,0.0582235,
30.6562,31.5938,3.9,0.0565037,
30.0859,30.8625,3.9,0.0587212,
30.6562,30.1313,3.9,0.0568202,
31.2266,30.1313,3.9,0.0544514,
31.2266,30.8625,3.9,0.0548994,
31.2266,31.5938,3.9,0.0548468,
31.7969,30.1313,3.9,0.0527938,
32.3672,30.1313,3.9,0.0512248,
31.7969,31.5938,3.9,0.0530718,
32.3672,31.5938,3.9,0.0509526,
32.9375,31.5938,3.9,0.0490938,
32.3672,30.8625,3.9,0.0508943,
32.9375,30.1313,3.9,0.0491798,
33.5078,30.1313,3.9,0.0472136,
33.5078,30.8625,3.9,0.0476741,
33.5078,31.5938,3.9,0.0476946,
34.0781,30.1313,3.9,0.0458097,
34.6484,30.1313,3.9,0.0444905,
34.0781,31.5938,3.9,0.0462321,
34.0781,29.7656,3.9,0.0459257,
34.3633,29.4,3.9,0.0449945,
34.3633,29.7656,3.9,0.0452377,
34.6484,31.5938,3.9,0.0444595,
35.2188,31.5938,3.9,0.0427996,
34.6484,30.8625,3.9,0.0442671,
35.2188,30.1313,3.9,0.0428685,
20.3906,30.1313,3.9,0.110437,
20.9609,30.1313,3.9,0.106726,
-23.5234,60.8438,3.9,0.0479721,
-24.0938,60.8438,3.9,0.0475194,
-23.5234,61.575,3.9,0.0469913,
-24.0938,62.3063,3.9,0.0457588,
-24.6641,62.3063,3.9,0.0453295,
18.3945,1.24688,3.9,0.0553264,
18.6797,1.24688,3.9,0.0534631,
18.3945,1.6125,3.9,0.0591707,
18.9648,1.24688,3.9,0.051731,
18.9648,1.6125,3.9,0.055406,
18.9648,0.88125,3.9,0.0493649,
18.3945,0.515625,3.9,0.0500726,
18.1094,0.515625,3.9,0.0516768,
18.3945,0.88125,3.9,0.0525767,
18.1094,1.24688,3.9,0.057287,
18.6797,0.515625,3.9,0.0485408,
18.9648,0.515625,3.9,0.047077,
19.25,0.515625,3.9,0.0456778,
17.5391,1.24688,3.9,0.0615236,
17.2539,1.6125,3.9,0.067919,
17.8242,1.24688,3.9,0.05935,
17.8242,0.88125,3.9,0.0561166,
17.8242,1.6125,3.9,0.0633231,
17.8242,0.515625,3.9,0.0533592,
17.5391,0.515625,3.9,0.0551256,
17.2539,0.515625,3.9,0.0569803,
16.9688,0.515625,3.9,0.0589292,
16.6836,0.515625,3.9,0.0609787,
16.6836,0.15,3.9,0.0577421,
16.6836,-0.215625,3.9,0.0546331,
