X,Y,Z,% of FCC OET 65 Public,
10.125,46.95,3.9,0.071682,
5.5625,52.8,3.9,0.0616912,
14.6875,29.4,3.9,0.119856,
14.6875,23.55,3.9,0.146948,
23.8125,29.4,3.9,0.0669677,
28.375,23.55,3.9,0.048661,
-35.5,35.25,3.9,0.0333878,
-30.9375,29.4,3.9,0.0439549,
-30.9375,35.25,3.9,0.0434754,
-26.375,23.55,3.9,0.0607069,
-21.8125,17.7,3.9,0.0876096,
-17.25,11.85,3.9,0.135161,
-12.6875,6,3.9,0.210229,
-8.125,0.15,3.9,0.195409,
-3.5625,-5.7,3.9,0.00883949,
-3.5625,87.9,3.9,0.023243,
-3.5625,82.05,3.9,0.0266461,
1,82.05,3.9,0.0266773,
-3.5625,76.2,3.9,0.0308541,
5.5625,76.2,3.9,0.0303966,
-35.5,82.05,3.9,0.0183438,
-30.9375,76.2,3.9,0.0223248,
-26.375,35.25,3.9,0.0558428,
-30.9375,41.1,3.9,0.0407412,
-21.8125,35.25,3.9,0.0722031,
-17.25,35.25,3.9,0.0894027,
-21.8125,41.1,3.9,0.0624345,
-12.6875,35.25,3.9,0.110233,
-8.125,35.25,3.9,0.128408,
-3.5625,35.25,3.9,0.139828,
-26.375,46.95,3.9,0.0452111,
1,35.25,3.9,0.141338,
-3.5625,41.1,3.9,0.104017,
5.5625,29.4,3.9,0.183932,
10.125,23.55,3.9,0.207039,
14.6875,17.7,3.9,0.1699,
19.25,11.85,3.9,0.0934832,
23.8125,6,3.9,0.0381826,
28.375,0.15,3.9,0.0150985,
32.9375,-5.7,3.9,0.00675179,
32.9375,0.15,3.9,0.0112055,
32.9375,87.9,3.9,0.0170731,
32.9375,82.05,3.9,0.0186455,
37.5,82.05,3.9,0.0172341,
32.9375,76.2,3.9,0.0206493,
32.9375,41.1,3.9,0.0352879,
32.9375,35.25,3.9,0.0362838,
37.5,35.25,3.9,0.0286878,
32.9375,29.4,3.9,0.0366575,
32.9375,23.55,3.9,0.0350318,
37.5,23.55,3.9,0.0257222,
32.9375,17.7,3.9,0.0308178,
32.9375,11.85,3.9,0.0245055,
37.5,11.85,3.9,0.0175855,
32.9375,6,3.9,0.0174664,
37.5,0.15,3.9,0.00864269,
-30.9375,46.95,3.9,0.0371554,
-30.9375,52.8,3.9,0.0341975,
-35.5,46.95,3.9,0.0310235,
-8.125,46.95,3.9,0.0761997,
-3.5625,46.95,3.9,0.0802214,
-12.6875,52.8,3.9,0.0566479,
-3.5625,52.8,3.9,0.0636891,
28.375,46.95,3.9,0.039614,
32.9375,46.95,3.9,0.0330933,
23.8125,52.8,3.9,0.0416495,
32.9375,52.8,3.9,0.0303278,
37.5,46.95,3.9,0.0272745,
-35.5,-2.775,3.9,0.00753746,
-33.2188,-5.7,3.9,0.00659034,
-33.2188,-2.775,3.9,0.00850093,
-35.5,44.025,3.9,0.0315464,
-33.2188,41.1,3.9,0.0360839,
-33.2188,44.025,3.9,0.0353883,
1,-2.775,3.9,0.0175106,
3.28125,-5.7,3.9,0.0132123,
3.28125,-2.775,3.9,0.0798496,
-1.28125,-2.775,3.9,0.0129526,
-1.28125,0.15,3.9,7.42826,
3.28125,41.1,3.9,0.10163,
3.28125,38.175,3.9,0.117316,
5.5625,38.175,3.9,0.113548,
1,44.025,3.9,0.0913883,
3.28125,44.025,3.9,0.0893481,
-35.5,20.625,3.9,0.0289673,
-33.2188,17.7,3.9,0.0314455,
-33.2188,20.625,3.9,0.034536,
-17.25,-2.775,3.9,0.0259252,
-14.9688,-5.7,3.9,0.0174867,
-14.9688,-2.775,3.9,0.0320898,
-19.5312,-2.775,3.9,0.0212608,
-19.5312,0.15,3.9,0.0329515,
-12.6875,64.5,3.9,0.0396622,
-12.6875,58.65,3.9,0.0475136,
-8.125,58.65,3.9,0.0498929,
-17.25,58.65,3.9,0.0437846,
-3.5625,58.65,3.9,0.0517768,
-17.25,70.35,3.9,0.0319821,
-12.6875,70.35,3.9,0.0336892,
-21.8125,70.35,3.9,0.0296897,
-8.125,70.35,3.9,0.0349742,
-35.5,70.35,3.9,0.0220574,
-30.9375,64.5,3.9,0.0272363,
-30.9375,70.35,3.9,0.0246297,
-30.9375,58.65,3.9,0.0308629,
-26.375,58.65,3.9,0.0347915,
-35.5,58.65,3.9,0.0267466,
-21.8125,58.65,3.9,0.0391504,
-21.8125,64.5,3.9,0.0343748,
-26.375,70.35,3.9,0.0271713,
-17.25,44.025,3.9,0.0681028,
-14.9688,41.1,3.9,0.080635,
-14.9688,44.025,3.9,0.0733779,
-19.5312,44.025,3.9,0.0623652,
-19.5312,46.95,3.9,0.0576688,
-19.5312,20.625,3.9,0.110352,
-17.25,20.625,3.9,0.136282,
-19.5312,23.55,3.9,0.10591,
-1.28125,20.625,3.9,0.399054,
1,20.625,3.9,0.396118,
-1.28125,23.55,3.9,0.309584,
-1.28125,17.7,3.9,0.532962,
-3.5625,20.625,3.9,0.381373,
3.28125,17.7,3.9,0.484824,
3.28125,20.625,3.9,0.370754,
19.25,-2.775,3.9,0.0213155,
21.5312,-5.7,3.9,0.0121273,
21.5312,-2.775,3.9,0.0178197,
16.9688,-2.775,3.9,0.0258918,
16.9688,0.15,3.9,0.0418886,
23.8125,64.5,3.9,0.0318188,
23.8125,58.65,3.9,0.0359207,
28.375,58.65,3.9,0.0318777,
19.25,58.65,3.9,0.0403673,
32.9375,58.65,3.9,0.0276287,
19.25,70.35,3.9,0.0303079,
23.8125,70.35,3.9,0.0276789,
14.6875,70.35,3.9,0.0323383,
28.375,70.35,3.9,0.0251983,
1,70.35,3.9,0.0361999,
5.5625,64.5,3.9,0.0417027,
5.5625,70.35,3.9,0.0352999,
-3.5625,70.35,3.9,0.036142,
-3.5625,64.5,3.9,0.0429132,
1,58.65,3.9,0.0518965,
5.5625,58.65,3.9,0.050241,
10.125,58.65,3.9,0.0480656,
14.6875,58.65,3.9,0.0444686,
14.6875,64.5,3.9,0.0380112,
10.125,70.35,3.9,0.0342594,
19.25,44.025,3.9,0.060834,
21.5312,41.1,3.9,0.0596368,
21.5312,44.025,3.9,0.055538,
16.9688,44.025,3.9,0.0655457,
16.9688,46.95,3.9,0.0603067,
21.5312,38.175,3.9,0.0640358,
23.8125,38.175,3.9,0.0574127,
21.5312,17.7,3.9,0.0833803,
21.5312,14.775,3.9,0.0785188,
23.8125,14.775,3.9,0.0622135,
19.25,20.625,3.9,0.103455,
21.5312,20.625,3.9,0.0844959,
-35.5,8.925,3.9,0.0179591,
-33.2188,6,3.9,0.0173676,
-33.2188,8.925,3.9,0.0212704,
-26.375,-2.775,3.9,0.0128016,
-24.0938,-5.7,3.9,0.0102599,
-24.0938,-2.775,3.9,0.0149683,
-28.6562,-2.775,3.9,0.011068,
-28.6562,0.15,3.9,0.0149679,
-26.375,79.125,3.9,0.0230522,
-24.0938,76.2,3.9,0.0251448,
-24.0938,79.125,3.9,0.0237049,
1,8.925,3.9,1.72196,
3.28125,6,3.9,1.86723,
3.28125,8.925,3.9,1.3182,
10.125,-2.775,3.9,0.0515231,
12.4062,-5.7,3.9,0.0206532,
12.4062,-2.775,3.9,0.0402613,
7.84375,-2.775,3.9,0.0662482,
7.84375,0.15,3.9,0.179905,
-10.4062,8.925,3.9,0.389278,
-8.125,8.925,3.9,0.619876,
-10.4062,11.85,3.9,0.37883,
-1.28125,8.925,3.9,1.78028,
-1.28125,11.85,3.9,1.1061,
-1.28125,6,3.9,3.20422,
-3.5625,8.925,3.9,1.44729,
10.125,79.125,3.9,0.0275388,
12.4062,76.2,3.9,0.0287194,
12.4062,79.125,3.9,0.0267046,
12.4062,41.1,3.9,0.084985,
12.4062,38.175,3.9,0.0943067,
14.6875,38.175,3.9,0.0867514,
12.4062,29.4,3.9,0.135593,
12.4062,26.475,3.9,0.155248,
14.6875,26.475,3.9,0.132802,
-26.375,20.625,3.9,0.0598481,
-24.0938,17.7,3.9,0.0697111,
-24.0938,20.625,3.9,0.0722717,
-28.6562,20.625,3.9,0.0488237,
-28.6562,23.55,3.9,0.0506757,
-28.6562,8.925,3.9,0.031148,
-26.375,8.925,3.9,0.03869,
-28.6562,11.85,3.9,0.0369154,
-19.5312,8.925,3.9,0.0858183,
-17.25,8.925,3.9,0.116862,
-19.5312,11.85,3.9,0.100196,
-19.5312,6,3.9,0.0675478,
-21.8125,8.925,3.9,0.063943,
-14.9688,6,3.9,0.135768,
-14.9688,8.925,3.9,0.170081,
-8.125,-2.775,3.9,0.0654524,
-5.84375,-5.7,3.9,0.0178818,
-5.84375,-2.775,3.9,0.0784022,
-10.4062,-2.775,3.9,0.0510377,
-10.4062,0.15,3.9,0.119304,
-8.125,79.125,3.9,0.0280426,
-5.84375,76.2,3.9,0.0307466,
-5.84375,79.125,3.9,0.0285445,
-17.25,79.125,3.9,0.0262019,
-14.9688,76.2,3.9,0.0284876,
-14.9688,79.125,3.9,0.0265019,
1,79.125,3.9,0.028671,
3.28125,76.2,3.9,0.0308357,
3.28125,79.125,3.9,0.0286184,
-35.5,79.125,3.9,0.0191578,
-33.2188,76.2,3.9,0.0211412,
-33.2188,79.125,3.9,0.0201923,
-10.4062,17.7,3.9,0.299534,
-10.4062,20.625,3.9,0.25181,
-12.6875,20.625,3.9,0.21103,
-8.125,26.475,3.9,0.208196,
-10.4062,29.4,3.9,0.159656,
-10.4062,26.475,3.9,0.185155,
10.125,20.625,3.9,0.240641,
12.4062,17.7,3.9,0.21984,
12.4062,20.625,3.9,0.197225,
7.84375,20.625,3.9,0.286598,
7.84375,23.55,3.9,0.236727,
7.84375,8.925,3.9,0.552058,
10.125,8.925,3.9,0.349636,
7.84375,11.85,3.9,0.49888,
16.9688,8.925,3.9,0.110451,
19.25,8.925,3.9,0.0809977,
16.9688,11.85,3.9,0.125453,
16.9688,6,3.9,0.0884211,
14.6875,8.925,3.9,0.155481,
21.5312,6,3.9,0.0489112,
21.5312,8.925,3.9,0.061443,
28.375,-2.775,3.9,0.0113149,
30.6562,-5.7,3.9,0.00751312,
30.6562,-2.775,3.9,0.00997202,
26.0938,-2.775,3.9,0.0129497,
26.0938,0.15,3.9,0.0178485,
32.9375,70.35,3.9,0.0228989,
37.5,70.35,3.9,0.020322,
32.9375,64.5,3.9,0.0251475,
37.5,58.65,3.9,0.0239509,
28.375,79.125,3.9,0.0215881,
30.6562,76.2,3.9,0.0215535,
30.6562,79.125,3.9,0.0205518,
19.25,79.125,3.9,0.0247302,
21.5312,76.2,3.9,0.0254857,
21.5312,79.125,3.9,0.024082,
30.6562,41.1,3.9,0.0389373,
30.6562,38.175,3.9,0.0406855,
32.9375,38.175,3.9,0.0358468,
30.6562,29.4,3.9,0.0423946,
30.6562,26.475,3.9,0.0424048,
32.9375,26.475,3.9,0.0364303,
28.375,20.625,3.9,0.0471499,
30.6562,17.7,3.9,0.0368958,
30.6562,20.625,3.9,0.03895,
26.0938,20.625,3.9,0.0570249,
26.0938,23.55,3.9,0.0579056,
30.6562,14.775,3.9,0.0331036,
32.9375,14.775,3.9,0.028092,
30.6562,6,3.9,0.0207234,
30.6562,3.075,3.9,0.0167454,
32.9375,3.075,3.9,0.0142854,
28.375,8.925,3.9,0.0304098,
30.6562,8.925,3.9,0.0250309,
-35.5,3.075,3.9,0.0121692,
-33.2188,0.15,3.9,0.0110514,
-33.2188,3.075,3.9,0.0141361,
-30.9375,-2.775,3.9,0.00966005,
-28.6562,-5.7,3.9,0.00805486,
-30.9375,3.075,3.9,0.0166169,
-28.6562,3.075,3.9,0.0197987,
-28.6562,82.05,3.9,0.0208418,
-28.6562,79.125,3.9,0.0219027,
-26.375,44.025,3.9,0.0480111,
-24.0938,41.1,3.9,0.0563955,
-24.0938,44.025,3.9,0.0527969,
-28.6562,44.025,3.9,0.0432376,
-28.6562,46.95,3.9,0.0413546,
-8.125,44.025,3.9,0.0850811,
-5.84375,41.1,3.9,0.100626,
-5.84375,44.025,3.9,0.0880835,
-10.4062,44.025,3.9,0.0818493,
-10.4062,46.95,3.9,0.0736288,
10.125,44.025,3.9,0.0802545,
12.4062,44.025,3.9,0.0753343,
7.84375,44.025,3.9,0.0844442,
7.84375,46.95,3.9,0.0747163,
28.375,44.025,3.9,0.0417771,
30.6562,44.025,3.9,0.0380255,
26.0938,44.025,3.9,0.0459292,
26.0938,46.95,3.9,0.0433062,
1,3.075,3.9,4.76767,
3.28125,0.15,3.9,0.608607,
3.28125,3.075,3.9,1.96329,
-1.28125,3.075,3.9,5.51811,
-3.5625,3.075,3.9,2.4613,
5.5625,-2.775,3.9,0.0815102,
7.84375,-5.7,3.9,0.0249723,
5.5625,3.075,3.9,0.797037,
7.84375,3.075,3.9,0.384462,
-5.84375,3.075,3.9,0.966546,
-5.84375,6,3.9,1.16258,
-5.84375,8.925,3.9,0.990039,
-5.84375,11.85,3.9,0.7515,
7.84375,82.05,3.9,0.0258237,
7.84375,79.125,3.9,0.0277307,
7.84375,41.1,3.9,0.095703,
7.84375,38.175,3.9,0.108139,
10.125,38.175,3.9,0.102214,
5.5625,44.025,3.9,0.0877718,
3.28125,46.95,3.9,0.0792502,
7.84375,35.25,3.9,0.125343,
12.4062,35.25,3.9,0.106811,
-35.5,26.475,3.9,0.0320168,
-33.2188,23.55,3.9,0.0363257,
-33.2188,26.475,3.9,0.0375754,
-30.9375,20.625,3.9,0.0406808,
-28.6562,17.7,3.9,0.0464715,
-17.25,3.075,3.9,0.0668063,
-14.9688,0.15,3.9,0.0569697,
-14.9688,3.075,3.9,0.0949939,
-19.5312,3.075,3.9,0.0486568,
-21.8125,3.075,3.9,0.0374056,
-12.6875,-2.775,3.9,0.03976,
-10.4062,-5.7,3.9,0.0214652,
-12.6875,3.075,3.9,0.143124,
-10.4062,3.075,3.9,0.235446,
-24.0938,3.075,3.9,0.0296004,
-24.0938,6,3.9,0.0393956,
-24.0938,8.925,3.9,0.0491089,
-24.0938,11.85,3.9,0.0586549,
-10.4062,82.05,3.9,0.0257001,
-10.4062,79.125,3.9,0.0275912,
-12.6875,44.025,3.9,0.0775143,
-10.4062,41.1,3.9,0.092363,
-14.9688,46.95,3.9,0.0656462,
-24.0938,26.475,3.9,0.0723526,
-21.8125,26.475,3.9,0.0846371,
-24.0938,29.4,3.9,0.0691704,
-19.5312,26.475,3.9,0.100811,
-17.25,26.475,3.9,0.120212,
-19.5312,29.4,3.9,0.0940327,
-5.84375,26.475,3.9,0.226773,
-3.5625,26.475,3.9,0.238388,
-5.84375,29.4,3.9,0.186523,
-5.84375,23.55,3.9,0.276595,
-5.84375,20.625,3.9,0.345866,
-1.28125,26.475,3.9,0.247001,
1,26.475,3.9,0.246583,
-1.28125,29.4,3.9,0.201564,
-5.84375,17.7,3.9,0.440716,
-8.125,20.625,3.9,0.300723,
-10.4062,23.55,3.9,0.216761,
-12.6875,26.475,3.9,0.160848,
3.28125,23.55,3.9,0.291148,
3.28125,26.475,3.9,0.236855,
5.5625,20.625,3.9,0.331973,
7.84375,17.7,3.9,0.349809,
19.25,3.075,3.9,0.0478162,
21.5312,0.15,3.9,0.0261664,
21.5312,3.075,3.9,0.037026,
16.9688,3.075,3.9,0.0639283,
14.6875,3.075,3.9,0.0893492,
23.8125,-2.775,3.9,0.0151024,
26.0938,-5.7,3.9,0.0094443,
23.8125,3.075,3.9,0.0294715,
26.0938,3.075,3.9,0.0239876,
12.4062,3.075,3.9,0.132476,
12.4062,6,3.9,0.189121,
12.4062,8.925,3.9,0.229505,
12.4062,11.85,3.9,0.242007,
26.0938,82.05,3.9,0.0211641,
26.0938,79.125,3.9,0.0222754,
23.8125,44.025,3.9,0.0505077,
26.0938,41.1,3.9,0.0486723,
21.5312,46.95,3.9,0.0517503,
26.0938,38.175,3.9,0.0515067,
28.375,38.175,3.9,0.0452289,
26.0938,35.25,3.9,0.0531749,
30.6562,35.25,3.9,0.0414359,
26.0938,17.7,3.9,0.053661,
26.0938,14.775,3.9,0.0503028,
28.375,14.775,3.9,0.0404821,
23.8125,20.625,3.9,0.069544,
21.5312,23.55,3.9,0.0836565,
26.0938,11.85,3.9,0.0447296,
26.0938,8.925,3.9,0.0376115,
30.6562,11.85,3.9,0.029482,
32.9375,8.925,3.9,0.0209177,
19.25,26.475,3.9,0.095168,
21.5312,26.475,3.9,0.0814557,
-35.5,14.775,3.9,0.0239721,
-33.2188,11.85,3.9,0.0249517,
-33.2188,14.775,3.9,0.0286161,
-30.9375,8.925,3.9,0.0255367,
-28.6562,6,3.9,0.0254934,
-26.375,3.075,3.9,0.0239769,
-24.0938,0.15,3.9,0.0213838,
-21.8125,-2.775,3.9,0.0177155,
-19.5312,-5.7,3.9,0.0133351,
-30.9375,14.775,3.9,0.0346084,
-28.6562,14.775,3.9,0.0421845,
-26.375,14.775,3.9,0.0517894,
-24.0938,14.775,3.9,0.0658179,
-21.8125,14.775,3.9,0.0834751,
-19.5312,14.775,3.9,0.108366,
-19.5312,82.05,3.9,0.0236339,
-19.5312,79.125,3.9,0.0252989,
-21.8125,79.125,3.9,0.0243919,
-19.5312,76.2,3.9,0.0271318,
-24.0938,82.05,3.9,0.0224631,
-12.6875,79.125,3.9,0.0273599,
-10.4062,76.2,3.9,0.0296974,
-14.9688,82.05,3.9,0.0247144,
1,14.775,3.9,0.726433,
3.28125,11.85,3.9,0.918066,
3.28125,14.775,3.9,0.652132,
-1.28125,14.775,3.9,0.745102,
-3.5625,14.775,3.9,0.684206,
-5.84375,14.775,3.9,0.571589,
-8.125,14.775,3.9,0.455233,
-10.4062,14.775,3.9,0.339426,
-12.6875,14.775,3.9,0.254038,
5.5625,8.925,3.9,0.878361,
7.84375,6,3.9,0.530439,
10.125,3.075,3.9,0.212996,
12.4062,0.15,3.9,0.0770189,
14.6875,-2.775,3.9,0.031995,
16.9688,-5.7,3.9,0.0158507,
5.5625,14.775,3.9,0.537513,
7.84375,14.775,3.9,0.419127,
10.125,14.775,3.9,0.319008,
12.4062,14.775,3.9,0.234046,
14.6875,14.775,3.9,0.177531,
16.9688,14.775,3.9,0.133556,
-14.9688,14.775,3.9,0.188884,
-14.9688,17.7,3.9,0.181735,
-14.9688,20.625,3.9,0.169272,
-14.9688,23.55,3.9,0.156372,
-14.9688,26.475,3.9,0.140753,
-14.9688,29.4,3.9,0.123868,
16.9688,82.05,3.9,0.0239119,
16.9688,79.125,3.9,0.0255512,
14.6875,79.125,3.9,0.026433,
16.9688,76.2,3.9,0.0274321,
12.4062,82.05,3.9,0.0249895,
23.8125,79.125,3.9,0.0233932,
26.0938,76.2,3.9,0.0235049,
21.5312,82.05,3.9,0.0227282,
16.9688,41.1,3.9,0.0713887,
16.9688,38.175,3.9,0.0796577,
19.25,38.175,3.9,0.0714372,
14.6875,44.025,3.9,0.0702855,
12.4062,46.95,3.9,0.0683008,
16.9688,35.25,3.9,0.0870257,
21.5312,35.25,3.9,0.0687166,
16.9688,29.4,3.9,0.104067,
16.9688,26.475,3.9,0.113597,
16.9688,23.55,3.9,0.121041,
16.9688,20.625,3.9,0.128982,
23.8125,26.475,3.9,0.0689657,
21.5312,29.4,3.9,0.076893,
26.0938,26.475,3.9,0.0584172,
28.375,26.475,3.9,0.0497002,
26.0938,29.4,3.9,0.0573557,
30.6562,23.55,3.9,0.0409901,
32.9375,20.625,3.9,0.0331521,
-35.5,38.175,3.9,0.0331238,
-33.2188,35.25,3.9,0.0380505,
-33.2188,38.175,3.9,0.0375421,
-30.9375,38.175,3.9,0.0416737,
-30.9375,26.475,3.9,0.0437869,
-33.2188,29.4,3.9,0.0379207,
-28.6562,26.475,3.9,0.0512744,
-26.375,26.475,3.9,0.0603499,
-28.6562,29.4,3.9,0.0513341,
-24.0938,23.55,3.9,0.072974,
-21.8125,20.625,3.9,0.0890252,
-19.5312,17.7,3.9,0.110995,
-17.25,14.775,3.9,0.141104,
-14.9688,11.85,3.9,0.185696,
-12.6875,8.925,3.9,0.249657,
-10.4062,6,3.9,0.345666,
-8.125,3.075,3.9,0.439433,
-5.84375,0.15,3.9,0.358537,
-3.5625,-2.775,3.9,0.0626163,
-1.28125,-5.7,3.9,0.014012,
-3.5625,79.125,3.9,0.0286344,
-5.84375,82.05,3.9,0.026568,
5.5625,79.125,3.9,0.0283186,
7.84375,76.2,3.9,0.0298583,
3.28125,82.05,3.9,0.0266323,
-30.9375,79.125,3.9,0.0212748,
-28.6562,76.2,3.9,0.0231612,
-33.2188,82.05,3.9,0.0192966,
-28.6562,38.175,3.9,0.0474043,
-26.375,38.175,3.9,0.0527899,
-28.6562,41.1,3.9,0.045025,
-28.6562,35.25,3.9,0.0486675,
-30.9375,44.025,3.9,0.0388509,
-33.2188,46.95,3.9,0.0338616,
-24.0938,35.25,3.9,0.0627441,
-24.0938,38.175,3.9,0.0601999,
-21.8125,38.175,3.9,0.0671531,
-19.5312,38.175,3.9,0.0738376,
-17.25,38.175,3.9,0.0816434,
-19.5312,41.1,3.9,0.0675442,
