X,Y,Z,% of FCC OET 65 Public,
-2.33438,-6.675,1.12,0.0227441,
-2.33438,-6.51875,1.12,0.0230424,
-2.33438,-6.3625,1.12,0.0233283,
-2.725,-6.20625,1.12,0.0198119,
-1.94375,-6.51875,1.12,0.0272962,
-3.11563,-6.05,1.12,0.0168122,
-3.11563,-5.89375,1.12,0.0170721,
-2.725,-5.89375,1.12,0.0200746,
-2.33438,-5.89375,1.12,0.0240979,
-0.771875,-6.675,1.12,0.0440407,
-0.771875,-6.51875,1.12,0.0452807,
-1.1625,-6.51875,1.12,0.0382935,
-0.38125,-6.51875,1.12,0.0545711,
0.00937462,-6.675,1.12,0.0618358,
-1.55313,-6.51875,1.12,0.0323434,
-1.55313,-6.675,1.12,0.0316948,
-2.33438,-5.7375,1.12,0.024312,
-2.33438,-5.58125,1.12,0.024503,
-1.94375,-5.89375,1.12,0.0289786,
-1.55313,-5.89375,1.12,0.0348894,
-1.55313,-5.7375,1.12,0.0354972,
-1.94375,-5.58125,1.12,0.0297083,
-2.33438,-5.425,1.12,0.0246634,
-1.55313,-5.58125,1.12,0.0360872,
-1.55313,-5.425,1.12,0.0366432,
-2.33438,-7.3,1.12,0.0214778,
-2.33438,-7.14375,1.12,0.0218008,
-2.725,-7.14375,1.12,0.0186599,
-2.33438,-6.9875,1.12,0.0221229,
-2.33438,-6.83125,1.12,0.0224358,
-2.725,-6.83125,1.12,0.0190862,
-1.94375,-7.14375,1.12,0.0254842,
-1.94375,-6.83125,1.12,0.026395,
-1.1625,-7.14375,1.12,0.034773,
-1.55313,-6.9875,1.12,0.0304143,
-1.55313,-7.14375,1.12,0.0297799,
-1.55313,-6.83125,1.12,0.0310522,
-1.1625,-6.83125,1.12,0.0365036,
-1.55313,-7.3,1.12,0.0291513,
-3.11563,-6.9875,1.12,0.0161283,
-3.11563,-7.14375,1.12,0.0159907,
-3.11563,-7.3,1.12,0.015842,
-3.50625,-6.83125,1.12,0.0139241,
-3.89688,-6.675,1.12,0.0121749,
-3.11563,-6.83125,1.12,0.0162577,
-3.11563,-6.675,1.12,0.016373,
-3.50625,-6.51875,1.12,0.0142928,
-3.89688,-6.51875,1.12,0.0121896,
-4.2875,-6.51875,1.12,0.0104176,
-3.89688,-6.3625,1.12,0.0121948,
-4.2875,-6.20625,1.12,0.0103628,
9.38437,10.2,1.12,0.109794,
9.38437,10.0437,1.12,0.113606,
9.775,10.0437,1.12,0.113183,
9.38437,9.8875,1.12,0.116647,
9.38437,9.73125,1.12,0.119786,
9.775,9.73125,1.12,0.121142,
8.99375,10.0437,1.12,0.112061,
10.1656,9.8875,1.12,0.116841,
10.1656,10.0437,1.12,0.113924,
10.1656,10.2,1.12,0.110872,
10.5562,9.73125,1.12,0.120908,
10.9469,9.575,1.12,0.124436,
10.1656,9.73125,1.12,0.120478,
10.1656,9.575,1.12,0.124776,
10.5562,9.41875,1.12,0.127844,
10.9469,9.41875,1.12,0.12799,
11.3375,9.41875,1.12,0.126082,
10.9469,9.2625,1.12,0.131194,
11.3375,9.10625,1.12,0.132225,
9.38437,9.575,1.12,0.124134,
9.38437,9.41875,1.12,0.128761,
8.99375,9.73125,1.12,0.12014,
9.38437,9.2625,1.12,0.132588,
9.38437,9.10625,1.12,0.136263,
9.775,9.10625,1.12,0.137405,
8.99375,9.41875,1.12,0.127585,
10.1656,8.95,1.12,0.14111,
10.1656,8.79375,1.12,0.145922,
8.2125,10.0437,1.12,0.110846,
8.60312,9.8875,1.12,0.11584,
8.60312,10.0437,1.12,0.111738,
8.60312,9.73125,1.12,0.119096,
8.60312,10.2,1.12,0.10774,
9.38437,7.7,1.12,0.182765,
9.38437,7.54375,1.12,0.188022,
9.775,7.54375,1.12,0.185559,
9.38437,7.3875,1.12,0.193435,
9.38437,7.23125,1.12,0.200614,
9.775,7.23125,1.12,0.198942,
8.99375,7.54375,1.12,0.191596,
8.2125,8.16875,1.12,0.16755,
8.60312,8.0125,1.12,0.174117,
8.99375,7.85625,1.12,0.179999,
9.38437,7.85625,1.12,0.177662,
8.60312,7.85625,1.12,0.179537,
9.775,7.85625,1.12,0.174417,
10.1656,7.7,1.12,0.178774,
10.1656,7.3875,1.12,0.18945,
10.1656,7.54375,1.12,0.184273,
10.5562,7.54375,1.12,0.180439,
10.9469,7.54375,1.12,0.176385,
11.3375,7.54375,1.12,0.172277,
10.5562,7.23125,1.12,0.190121,
10.9469,7.075,1.12,0.190785,
10.1656,7.23125,1.12,0.194653,
10.1656,7.075,1.12,0.199995,
10.5562,6.91875,1.12,0.20033,
10.9469,6.91875,1.12,0.198044,
11.3375,6.91875,1.12,0.194257,
10.9469,6.7625,1.12,0.204476,
11.3375,6.60625,1.12,0.204234,
9.38437,7.075,1.12,0.208979,
9.38437,6.91875,1.12,0.215382,
8.99375,7.23125,1.12,0.203221,
8.99375,6.91875,1.12,0.217506,
9.38437,6.7625,1.12,0.221873,
8.2125,7.54375,1.12,0.193635,
8.60312,7.3875,1.12,0.200769,
8.60312,7.54375,1.12,0.19373,
8.60312,7.23125,1.12,0.20715,
8.60312,7.7,1.12,0.185763,
8.2125,7.85625,1.12,0.179244,
6.65,8.79375,1.12,0.136261,
7.04062,8.6375,1.12,0.146338,
7.04062,8.79375,1.12,0.140781,
7.43125,8.48125,1.12,0.153588,
7.82187,8.325,1.12,0.160673,
7.82187,8.48125,1.12,0.154769,
7.04062,8.48125,1.12,0.151137,
7.82187,8.16875,1.12,0.16581,
7.04062,8.16875,1.12,0.163836,
7.43125,8.16875,1.12,0.164724,
7.04062,8.325,1.12,0.156848,
7.82187,8.0125,1.12,0.172221,
7.82187,7.85625,1.12,0.179795,
6.65,8.48125,1.12,0.148481,
7.43125,8.79375,1.12,0.141922,
7.04062,8.95,1.12,0.134952,
6.65,9.10625,1.12,0.127548,
7.82187,8.79375,1.12,0.143533,
8.2125,8.79375,1.12,0.145466,
7.82187,8.6375,1.12,0.148491,
8.2125,8.48125,1.12,0.154738,
8.60312,8.48125,1.12,0.156086,
8.60312,8.6375,1.12,0.151199,
8.60312,8.79375,1.12,0.145334,
8.99375,8.48125,1.12,0.156399,
9.38437,8.48125,1.12,0.155414,
9.38437,0.2,1.12,0.531694,
9.38437,0.0437498,1.12,0.531999,
9.775,0.0437498,1.12,0.495497,
9.38437,-0.1125,1.12,0.531806,
9.38437,-0.26875,1.12,0.531124,
8.99375,0.0437498,1.12,0.572523,
8.2125,0.66875,1.12,0.658349,
8.60312,0.5125,1.12,0.613588,
8.99375,0.35625,1.12,0.57114,
9.38437,0.35625,1.12,0.530896,
8.60312,0.35625,1.12,0.615739,
9.775,0.35625,1.12,0.494543,
10.1656,0.2,1.12,0.462268,
10.1656,0.0437498,1.12,0.462514,
10.1656,-0.1125,1.12,0.462352,
10.5562,-0.26875,1.12,0.431872,
10.9469,-0.425,1.12,0.403746,
11.3375,-0.58125,1.12,0.377833,
11.7281,-0.7375,1.12,0.353576,
12.1187,-0.89375,1.12,0.330956,
9.38437,-0.425,1.12,0.529678,
9.38437,-0.58125,1.12,0.526742,
8.99375,-0.26875,1.12,0.571422,
9.38437,-0.7375,1.12,0.522018,
9.38437,-0.89375,1.12,0.517963,
9.775,-0.89375,1.12,0.48266,
8.99375,-0.58125,1.12,0.56622,
10.1656,-1.05,1.12,0.44891,
10.1656,-1.20625,1.12,0.446787,
8.2125,0.0437498,1.12,0.667358,
8.60312,-0.1125,1.12,0.617142,
8.60312,0.0437498,1.12,0.61747,
8.60312,-0.26875,1.12,0.616088,
8.60312,0.2,1.12,0.617017,
8.2125,0.35625,1.12,0.665385,
9.38437,-2.3,1.12,0.464662,
9.38437,-2.45625,1.12,0.457609,
9.775,-2.45625,1.12,0.429458,
9.38437,-2.6125,1.12,0.449297,
9.38437,-2.76875,1.12,0.441411,
8.99375,-2.45625,1.12,0.487158,
8.2125,-1.83125,1.12,0.597817,
8.60312,-1.9875,1.12,0.549136,
8.99375,-2.14375,1.12,0.504462,
9.38437,-2.14375,1.12,0.473623,
8.60312,-2.14375,1.12,0.537498,
9.775,-2.14375,1.12,0.444,
10.1656,-2.3,1.12,0.411895,
10.1656,-2.45625,1.12,0.404972,
10.1656,-2.6125,1.12,0.39865,
10.5562,-2.76875,1.12,0.370957,
10.9469,-2.925,1.12,0.345974,
11.3375,-3.08125,1.12,0.32268,
11.7281,-3.2375,1.12,0.301427,
12.1187,-3.39375,1.12,0.282115,
9.38437,-2.925,1.12,0.433124,
9.38437,-3.08125,1.12,0.421707,
8.99375,-2.76875,1.12,0.46947,
9.38437,-3.2375,1.12,0.412113,
9.38437,-3.39375,1.12,0.406218,
9.775,-3.39375,1.12,0.382517,
8.99375,-3.08125,1.12,0.445497,
10.1656,-3.55,1.12,0.355901,
10.1656,-3.70625,1.12,0.351135,
8.2125,-2.45625,1.12,0.553529,
8.60312,-2.6125,1.12,0.509463,
8.60312,-2.45625,1.12,0.517859,
8.60312,-2.76875,1.12,0.495394,
8.60312,-2.3,1.12,0.529501,
8.2125,-2.14375,1.12,0.575906,
6.65,-1.20625,1.12,0.867855,
7.04062,-1.3625,1.12,0.788725,
7.04062,-1.20625,1.12,0.800193,
7.43125,-1.51875,1.12,0.7163,
7.82187,-1.675,1.12,0.652506,
7.82187,-1.51875,1.12,0.666687,
7.04062,-1.51875,1.12,0.771415,
7.82187,-1.83125,1.12,0.641777,
7.04062,-1.83125,1.12,0.74048,
7.43125,-1.83125,1.12,0.687672,
7.04062,-1.675,1.12,0.756532,
7.82187,-1.9875,1.12,0.628102,
7.82187,-2.14375,1.12,0.616515,
6.65,-1.51875,1.12,0.833852,
7.43125,-1.20625,1.12,0.73783,
7.04062,-1.05,1.12,0.810936,
6.65,-0.89375,1.12,0.893941,
7.82187,-1.20625,1.12,0.682872,
8.2125,-1.20625,1.12,0.634208,
7.82187,-1.3625,1.12,0.675592,
8.2125,-1.51875,1.12,0.619067,
8.60312,-1.51875,1.12,0.575838,
8.60312,-1.3625,1.12,0.580415,
8.60312,-1.20625,1.12,0.589972,
8.99375,-1.51875,1.12,0.535527,
9.38437,-1.51875,1.12,0.49894,
9.38437,-1.3625,1.12,0.505821,
0.4,3.79375,1.12,0.147244,
0.790625,3.6375,1.12,0.202765,
0.790625,3.79375,1.12,0.192952,
1.18125,3.48125,1.12,0.274727,
1.57187,3.325,1.12,0.370683,
0.790625,3.48125,1.12,0.211882,
1.18125,3.79375,1.12,0.246084,
0.790625,3.95,1.12,0.182623,
1.57187,3.79375,1.12,0.305253,
1.9625,3.79375,1.12,0.369253,
2.35312,3.79375,1.12,0.425851,
2.74375,3.79375,1.12,0.47888,
3.13437,3.79375,1.12,0.520725,
0.4,4.10625,1.12,0.13695,
1.9625,3.16875,1.12,0.483355,
2.35312,3.0125,1.12,0.604678,
1.57187,3.16875,1.12,0.395795,
2.74375,2.85625,1.12,0.728807,
3.13437,2.7,1.12,0.85129,
3.13437,2.85625,1.12,0.790037,
2.35312,2.85625,1.12,0.653586,
3.525,2.85625,1.12,0.824391,
3.91562,2.7,1.12,0.890686,
0.790625,3.16875,1.12,0.229815,
1.18125,3.16875,1.12,0.306229,
0.790625,3.325,1.12,0.220921,
1.57187,3.0125,1.12,0.423063,
0.4,3.48125,1.12,0.156856,
6.65,1.29375,1.12,0.865547,
7.04062,1.1375,1.12,0.810519,
7.04062,1.29375,1.12,0.797429,
7.43125,0.98125,1.12,0.757238,
7.82187,0.825,1.12,0.703145,
7.04062,0.98125,1.12,0.821781,
7.82187,0.66875,1.12,0.711886,
6.25937,1.29375,1.12,0.937591,
6.25937,1.45,1.12,0.915793,
6.25937,1.1375,1.12,0.952008,
5.86875,1.29375,1.12,1.01406,
7.04062,0.66875,1.12,0.836297,
7.43125,0.66875,1.12,0.770995,
7.04062,0.825,1.12,0.828523,
7.82187,0.5125,1.12,0.717444,
7.82187,0.35625,1.12,0.720611,
6.65,0.98125,1.12,0.892141,
6.25937,0.98125,1.12,0.969201,
7.43125,1.29375,1.12,0.736347,
7.04062,1.45,1.12,0.786721,
7.82187,1.29375,1.12,0.683118,
8.2125,1.29375,1.12,0.634572,
8.60312,1.29375,1.12,0.58952,
8.99375,1.29375,1.12,0.548672,
9.38437,1.29375,1.12,0.51133,
6.65,1.60625,1.12,0.830946,
6.25937,1.60625,1.12,0.896217,
5.86875,1.60625,1.12,0.965869,
5.47812,1.60625,1.12,1.04097,
-5.85,-8.70625,1.12,0.00608692,
-5.45938,-8.8625,1.12,0.00685124,
-5.45938,-8.70625,1.12,0.0068645,
-5.06875,-9.01875,1.12,0.0076982,
-4.67813,-9.175,1.12,0.00844341,
-5.45938,-9.01875,1.12,0.00683435,
-7.02188,-8.70625,1.12,0.00420846,
-6.63125,-8.70625,1.12,0.00479078,
-7.02188,-8.55,1.12,0.00419314,
-5.06875,-8.70625,1.12,0.00775578,
-5.45938,-8.55,1.12,0.00687591,
-4.67813,-8.70625,1.12,0.00877176,
-4.2875,-8.70625,1.12,0.00973248,
-3.89688,-8.70625,1.12,0.0110559,
-3.50625,-8.70625,1.12,0.0125704,
-3.11563,-8.70625,1.12,0.0143056,
-5.85,-8.39375,1.12,0.00608538,
-6.24063,-8.39375,1.12,0.00539474,
-4.2875,-9.33125,1.12,0.00944949,
-3.89688,-9.4875,1.12,0.0105519,
-4.67813,-9.33125,1.12,0.00838919,
-3.50625,-9.64375,1.12,0.0117447,
-3.11563,-9.8,1.12,0.0130323,
-3.11563,-9.64375,1.12,0.0132116,
-3.89688,-9.64375,1.12,0.0104449,
-2.725,-9.64375,1.12,0.014863,
-2.33438,-9.8,1.12,0.0164279,
-5.45938,-9.33125,1.12,0.00679372,
-5.06875,-9.33125,1.12,0.00762586,
-5.45938,-9.175,1.12,0.00681521,
-4.67813,-9.4875,1.12,0.00833438,
-5.85,-9.01875,1.12,0.00607882,
-7.80313,-8.70625,1.12,0.00331901,
-7.4125,-8.70625,1.12,0.00376761,
-7.80313,-8.55,1.12,0.00328984,
-7.02188,-8.8625,1.12,0.00422514,
-7.02188,-9.175,1.12,0.00430078,
-7.02188,-9.01875,1.12,0.00424735,
-7.4125,-9.01875,1.12,0.00379717,
-6.63125,-9.01875,1.12,0.00483797,
-9.36563,-4.33125,1.12,0.00092646,
-9.75625,-4.33125,1.12,0.000852783,
-9.36563,-4.4875,1.12,0.000944949,
-5.85,-3.39375,1.12,0.002522,
-6.24063,-3.2375,1.12,0.00199768,
-6.24063,-3.39375,1.12,0.00209923,
-6.63125,-3.08125,1.12,0.0016786,
-7.02188,-2.925,1.12,0.00151579,
-7.02188,-3.08125,1.12,0.00151067,
-6.24063,-3.08125,1.12,0.00192368,
-6.63125,-3.39375,1.12,0.00179155,
-6.24063,-3.55,1.12,0.00222189,
-5.85,-3.70625,1.12,0.00283666,
-7.02188,-3.39375,1.12,0.00156771,
-7.4125,-3.39375,1.12,0.00139056,
-7.02188,-3.2375,1.12,0.00152531,
-7.4125,-3.08125,1.12,0.00138669,
-6.24063,-2.76875,1.12,0.00182028,
-6.63125,-2.76875,1.12,0.00166133,
-6.24063,-2.925,1.12,0.00185678,
-5.85,-3.08125,1.12,0.00223864,
-3.11563,10.2,1.12,0.0117599,
-3.11563,10.0437,1.12,0.0119267,
-2.725,10.0437,1.12,0.013356,
-3.11563,9.8875,1.12,0.0120944,
-3.11563,9.73125,1.12,0.0122624,
-3.50625,10.0437,1.12,0.0106499,
-2.33438,9.8875,1.12,0.0152147,
-2.33438,10.0437,1.12,0.0149509,
-1.94375,9.73125,1.12,0.017383,
-1.55313,9.575,1.12,0.020277,
-1.1625,9.41875,1.12,0.0233976,
-0.771875,9.2625,1.12,0.0269416,
-0.38125,9.10625,1.12,0.031089,
-2.33438,10.2,1.12,0.014693,
-3.11563,9.575,1.12,0.0124309,
-3.11563,9.41875,1.12,0.0126024,
-3.50625,9.73125,1.12,0.0109119,
-3.11563,9.2625,1.12,0.0127736,
-3.11563,9.10625,1.12,0.0129438,
-2.725,9.10625,1.12,0.0146585,
-3.50625,9.41875,1.12,0.0111744,
-2.33438,8.95,1.12,0.0168872,
-2.33438,8.79375,1.12,0.0171794,
-4.2875,10.0437,1.12,0.00849966,
-3.89688,9.8875,1.12,0.00961357,
-3.89688,10.0437,1.12,0.0095119,
-3.89688,9.73125,1.12,0.00971368,
-3.89688,10.2,1.12,0.00940982,
-3.11563,7.7,1.12,0.0144433,
-3.11563,7.54375,1.12,0.0145983,
-2.725,7.54375,1.12,0.0169168,
-3.11563,7.3875,1.12,0.0147456,
-3.11563,7.23125,1.12,0.014889,
-3.50625,7.54375,1.12,0.0123674,
-4.2875,8.16875,1.12,0.00909793,
-3.89688,8.0125,1.12,0.0104739,
-3.50625,7.85625,1.12,0.0123904,
-3.11563,7.85625,1.12,0.0142874,
-3.89688,7.85625,1.12,0.0105454,
-2.725,7.85625,1.12,0.0164716,
-2.33438,7.7,1.12,0.0193102,
-2.33438,7.54375,1.12,0.01962,
-2.33438,7.3875,1.12,0.0199293,
-1.94375,7.23125,1.12,0.0236096,
-1.55313,7.075,1.12,0.028133,
-1.1625,6.91875,1.12,0.0340706,
-0.771875,6.7625,1.12,0.0414909,
-0.38125,6.60625,1.12,0.0501864,
-3.11563,7.075,1.12,0.0150246,
-3.11563,6.91875,1.12,0.0150779,
-3.50625,7.23125,1.12,0.0125158,
-3.11563,6.7625,1.12,0.0150418,
-3.11563,6.60625,1.12,0.0150594,
-2.725,6.60625,1.12,0.0181332,
-3.50625,6.91875,1.12,0.012668,
-2.33438,6.45,1.12,0.0216899,
-2.33438,6.29375,1.12,0.0219563,
-4.2875,7.54375,1.12,0.00926363,
-3.89688,7.3875,1.12,0.0107336,
-3.89688,7.54375,1.12,0.0106754,
-3.89688,7.23125,1.12,0.0107853,
-3.89688,7.7,1.12,0.0106117,
-4.2875,7.85625,1.12,0.0091906,
-5.85,8.79375,1.12,0.00537493,
-5.45938,8.6375,1.12,0.00614773,
-5.45938,8.79375,1.12,0.00613586,
-5.06875,8.48125,1.12,0.00697091,
-4.67813,8.325,1.12,0.00794415,
-4.67813,8.48125,1.12,0.00790982,
-5.45938,8.48125,1.12,0.00615658,
-4.67813,8.16875,1.12,0.00797426,
-5.45938,8.16875,1.12,0.0060689,
-5.06875,8.16875,1.12,0.00700346,
-5.45938,8.325,1.12,0.00613012,
-4.67813,8.0125,1.12,0.00800109,
-4.67813,7.85625,1.12,0.0080236,
-5.85,8.48125,1.12,0.00533106,
-5.06875,8.79375,1.12,0.00692589,
-5.45938,8.95,1.12,0.00612204,
-5.85,9.10625,1.12,0.005435,
-4.67813,8.79375,1.12,0.00783242,
-4.2875,8.79375,1.12,0.00886947,
-4.67813,8.6375,1.12,0.00787335,
-4.2875,8.48125,1.12,0.00898888,
-3.89688,8.48125,1.12,0.0103207,
-3.89688,8.6375,1.12,0.0103213,
-3.89688,8.79375,1.12,0.0102924,
-3.50625,8.48125,1.12,0.0119393,
-3.11563,8.48125,1.12,0.0136267,
-3.11563,8.6375,1.12,0.013457,
-5.85,6.29375,1.12,0.00457146,
-5.45938,6.1375,1.12,0.00528274,
-5.45938,6.29375,1.12,0.00541424,
-5.06875,5.98125,1.12,0.00626042,
-4.67813,5.825,1.12,0.00735273,
-4.67813,5.98125,1.12,0.00751475,
-5.45938,5.98125,1.12,0.00518415,
-6.24063,6.29375,1.12,0.00383574,
-6.24063,6.45,1.12,0.0039369,
-6.24063,6.1375,1.12,0.00373157,
-6.63125,6.29375,1.12,0.00322566,
-5.06875,6.29375,1.12,0.00642749,
-5.45938,6.45,1.12,0.00553318,
-5.85,6.60625,1.12,0.00471516,
-6.24063,6.60625,1.12,0.00403207,
-6.63125,6.60625,1.12,0.00340345,
-4.67813,6.29375,1.12,0.00768952,
-4.2875,6.29375,1.12,0.00911608,
-4.67813,6.1375,1.12,0.00758373,
-4.2875,5.98125,1.12,0.00903182,
-3.89688,5.98125,1.12,0.0108759,
-3.89688,6.1375,1.12,0.010916,
-3.89688,6.29375,1.12,0.0109255,
-3.50625,5.98125,1.12,0.0129084,
-3.11563,5.98125,1.12,0.0153523,
-3.11563,6.1375,1.12,0.0152908,
-4.2875,5.66875,1.12,0.0087485,
-3.89688,5.5125,1.12,0.0105172,
-4.67813,5.66875,1.12,0.00724526,
-3.50625,5.35625,1.12,0.01274,
-3.11563,5.2,1.12,0.0153579,
-3.11563,5.35625,1.12,0.0154013,
-3.89688,5.35625,1.12,0.0104367,
-2.725,5.35625,1.12,0.0186268,
-2.33438,5.2,1.12,0.0231842,
-2.33438,5.04375,1.12,0.022953,
-5.45938,5.66875,1.12,0.00496762,
-5.06875,5.66875,1.12,0.00594452,
-5.45938,5.825,1.12,0.00510473,
-4.67813,5.5125,1.12,0.00712129,
-5.85,5.98125,1.12,0.00435064,
-6.24063,5.98125,1.12,0.00362432,
-7.80313,6.29375,1.12,0.00195119,
-7.4125,6.29375,1.12,0.0022976,
-7.80313,6.45,1.12,0.00201325,
-7.02188,5.825,1.12,0.00244087,
-7.02188,5.98125,1.12,0.00254373,
-7.4125,5.98125,1.12,0.00213985,
-3.11563,5.04375,1.12,0.0152911,
-2.725,5.04375,1.12,0.0186333,
-2.33438,4.8875,1.12,0.0228735,
-1.94375,4.73125,1.12,0.028985,
-1.55313,4.575,1.12,0.0364028,
-1.1625,4.41875,1.12,0.0462983,
-0.771875,4.2625,1.12,0.0597081,
-0.38125,4.10625,1.12,0.079607,
-3.11563,4.8875,1.12,0.0151966,
-3.11563,4.73125,1.12,0.0149727,
-3.50625,5.04375,1.12,0.0123518,
-3.11563,4.575,1.12,0.0146323,
-3.11563,4.41875,1.12,0.0144069,
-3.50625,4.73125,1.12,0.0119801,
-3.11563,4.2625,1.12,0.0141514,
-3.11563,4.10625,1.12,0.0136878,
-2.725,4.10625,1.12,0.0175342,
-3.50625,4.41875,1.12,0.0114088,
-2.33438,3.95,1.12,0.0218743,
-2.33438,3.79375,1.12,0.0214723,
-4.2875,5.04375,1.12,0.00814172,
-3.89688,4.8875,1.12,0.0098055,
-3.89688,5.04375,1.12,0.0100364,
-3.89688,4.73125,1.12,0.00957897,
-3.89688,5.2,1.12,0.0101932,
-4.2875,5.35625,1.12,0.00846564,
-4.67813,5.35625,1.12,0.00693058,
-3.11563,2.7,1.12,0.00812471,
-3.11563,2.54375,1.12,0.00725598,
-2.725,2.54375,1.12,0.0100038,
-3.11563,2.3875,1.12,0.00652254,
-3.11563,2.23125,1.12,0.00583645,
-3.50625,2.54375,1.12,0.00546067,
-4.2875,3.16875,1.12,0.00450811,
-3.89688,3.0125,1.12,0.00539688,
-3.50625,2.85625,1.12,0.00653944,
-3.11563,2.85625,1.12,0.00888782,
-3.89688,2.85625,1.12,0.00499026,
-2.725,2.85625,1.12,0.0120847,
-2.33438,2.7,1.12,0.0150821,
-2.33438,2.54375,1.12,0.0137041,
-2.33438,2.3875,1.12,0.0124014,
-1.94375,2.23125,1.12,0.0151762,
-1.55313,2.075,1.12,0.0187987,
-1.1625,1.91875,1.12,0.0252153,
-0.771875,1.7625,1.12,0.0441279,
-0.38125,1.60625,1.12,0.107084,
-3.11563,2.075,1.12,0.00518458,
-3.11563,1.91875,1.12,0.00458164,
-3.50625,2.23125,1.12,0.00446619,
-3.11563,1.7625,1.12,0.00414916,
-3.11563,1.60625,1.12,0.00386086,
-2.725,1.60625,1.12,0.00443863,
-3.50625,1.91875,1.12,0.00378536,
-2.33438,1.45,1.12,0.00458705,
-2.33438,1.29375,1.12,0.00389186,
-4.2875,2.54375,1.12,0.00336585,
-3.89688,2.3875,1.12,0.00385989,
-3.89688,2.54375,1.12,0.00420967,
-3.89688,2.23125,1.12,0.0036068,
-3.89688,2.7,1.12,0.00459514,
-4.2875,2.85625,1.12,0.00389142,
-5.85,3.79375,1.12,0.00241157,
-5.45938,3.6375,1.12,0.00278475,
-5.45938,3.79375,1.12,0.0029452,
-5.06875,3.48125,1.12,0.0032407,
-4.67813,3.325,1.12,0.00380414,
-4.67813,3.48125,1.12,0.00405212,
-5.45938,3.48125,1.12,0.00262544,
-4.67813,3.16875,1.12,0.00355929,
-5.45938,3.16875,1.12,0.00239542,
-5.06875,3.16875,1.12,0.00285058,
-5.45938,3.325,1.12,0.00249344,
-4.67813,3.0125,1.12,0.00331807,
-4.67813,2.85625,1.12,0.00310718,
-5.85,3.48125,1.12,0.00219908,
-5.06875,3.79375,1.12,0.00363819,
-5.45938,3.95,1.12,0.00310694,
-5.85,4.10625,1.12,0.00267708,
-4.67813,3.79375,1.12,0.00455932,
-4.2875,3.79375,1.12,0.00591366,
-4.67813,3.6375,1.12,0.00430382,
-4.2875,3.48125,1.12,0.00515066,
-3.89688,3.48125,1.12,0.00678088,
-3.89688,3.6375,1.12,0.00720202,
-3.89688,3.79375,1.12,0.00762217,
-3.50625,3.48125,1.12,0.00889638,
-3.11563,3.48125,1.12,0.0116222,
-3.11563,3.6375,1.12,0.0122906,
0.4,8.79375,1.12,0.0424862,
0.790625,8.6375,1.12,0.0502793,
0.790625,8.79375,1.12,0.0485646,
1.18125,8.48125,1.12,0.0581975,
1.57187,8.325,1.12,0.0672872,
0.790625,8.48125,1.12,0.052081,
1.18125,8.79375,1.12,0.0540851,
0.790625,8.95,1.12,0.0469316,
1.57187,8.79375,1.12,0.0599203,
1.9625,8.79375,1.12,0.067568,
2.35312,8.79375,1.12,0.0741301,
2.74375,8.79375,1.12,0.0809043,
3.13437,8.79375,1.12,0.0878197,
0.4,9.10625,1.12,0.0398484,
1.9625,8.16875,1.12,0.0794533,
2.35312,8.0125,1.12,0.0915171,
1.57187,8.16875,1.12,0.0700235,
2.74375,7.85625,1.12,0.105101,
3.13437,7.7,1.12,0.120257,
3.13437,7.85625,1.12,0.114701,
2.35312,7.85625,1.12,0.09567,
3.525,7.85625,1.12,0.124346,
3.91562,7.7,1.12,0.140508,
0.790625,8.16875,1.12,0.0559666,
1.18125,8.16875,1.12,0.0627778,
0.790625,8.325,1.12,0.0539746,
1.57187,8.0125,1.12,0.0730879,
0.4,8.48125,1.12,0.0453766,
6.65,6.29375,1.12,0.266726,
7.04062,6.1375,1.12,0.280101,
7.04062,6.29375,1.12,0.266514,
7.43125,5.98125,1.12,0.285612,
7.82187,5.825,1.12,0.294676,
7.04062,5.98125,1.12,0.291265,
5.47812,6.29375,1.12,0.259093,
5.86875,6.29375,1.12,0.263243,
6.25937,6.29375,1.12,0.265722,
6.25937,6.45,1.12,0.252304,
6.25937,6.1375,1.12,0.277254,
6.25937,6.60625,1.12,0.24208,
6.65,6.60625,1.12,0.24473,
7.04062,6.45,1.12,0.255844,
7.43125,6.29375,1.12,0.266266,
7.82187,6.29375,1.12,0.261076,
8.2125,6.29375,1.12,0.258033,
8.60312,6.29375,1.12,0.254755,
8.99375,6.29375,1.12,0.24859,
9.38437,6.29375,1.12,0.242126,
8.2125,5.66875,1.12,0.29737,
8.60312,5.5125,1.12,0.300346,
7.82187,5.66875,1.12,0.30538,
8.99375,5.35625,1.12,0.304978,
9.38437,5.2,1.12,0.303954,
9.38437,5.35625,1.12,0.295162,
8.60312,5.35625,1.12,0.313949,
9.775,5.35625,1.12,0.285469,
10.1656,5.2,1.12,0.283599,
7.04062,5.66875,1.12,0.313517,
7.43125,5.66875,1.12,0.310268,
7.04062,5.825,1.12,0.302282,
7.82187,5.5125,1.12,0.316027,
6.65,5.98125,1.12,0.290567,
6.25937,5.98125,1.12,0.2901,
3.91562,6.29375,1.12,0.221485,
4.30625,6.29375,1.12,0.232245,
3.91562,6.45,1.12,0.209205,
4.69687,6.29375,1.12,0.242642,
5.0875,6.29375,1.12,0.253663,
4.69687,6.45,1.12,0.232427,
4.69687,6.1375,1.12,0.255426,
5.47812,6.1375,1.12,0.270171,
5.47812,5.825,1.12,0.299373,
5.47812,5.98125,1.12,0.28429,
